,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,average_cadence,elev_high,elev_low
0,2,Evening Weight Training,0.0,2073,2073,0.0,WeightTraining,WeightTraining,7357690786,2022-06-22T22:14:39Z,2022-06-22T18:14:39Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,113.2,146.0,False,True,7839550435,7839550435,garmin_push_9073675919,False,0,0,False,37571002,1,a7357690786,,2,,,,
1,2,Evening Run,8053.7,2298,2812,13.2,Run,Run,7357689921,2022-06-21T22:32:23Z,2022-06-21T18:32:23Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,False,False,False,False,everyone,False,,"[32.613059962168336, -80.03843631595373]","[32.619473626837134, -80.05142147652805]",3.505,4.497,True,168.1,185.0,False,True,7839549418,7839549418,garmin_push_9073674906,False,0,0,False,37571002,1,a7357689921,qv`fEfoogN@BNBj@Bd@FRIZWJAn@ZlCf@hDJDLPhAH|@@nBBd@b@Df@g@LIH@RNxBQBe@WmBWkDQyHIaBOeCEoAS{KCqDMaC?s@G}D@i@?gKOxA?~@?lCD|BDjA@vCNzBPxLV|FP|GXfFB\Rz@Fr@MzAEfBmCR]JIFAVEBYFQg@[[]OU}@E{@E]GKYSc@MO]WMc@MsAS[O]C]RSACAWAi@BKCYPQn@A~@I|@At@OdCMj@QjCUrA?l@Ib@DxCDt@Fh@Rz@Jt@HR@jBHj@Vh@JJj@d@zAdArAjA`@RT`@`@Vp@z@`@Tp@dBLzAOd@Y~Ai@~AKd@i@xAe@x@a@Va@NcATm@De@Jk@X]^_AdCa@r@SNqAVe@CiA[W_@]_@c@uAc@iB[a@]YqAIg@@m@Hg@Ce@?[C[U_@OwBi@OCk@Bs@L_@Ig@Ss@Oa@Yu@Yc@U[W]GCDIb@@`@Tn@XnABhDBl@Ph@^v@,2,,80.0,9.0,-2.1
3,2,Afternoon Weight Training,0.0,2985,2985,0.0,WeightTraining,WeightTraining,7341902172,2022-06-20T21:55:54Z,2022-06-20T17:55:54Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,119.0,154.0,False,True,7822352365,7822352365,garmin_push_9055310039,False,0,0,False,37571002,1,a7341902172,,2,,,,
4,2,Afternoon Weight Training,0.0,365,365,0.0,WeightTraining,WeightTraining,7331142624,2022-06-18T21:57:44Z,2022-06-18T17:57:44Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,135.0,150.0,False,True,7810517578,7810517578,garmin_push_9042769417,False,0,0,False,37571002,1,a7331142624,,2,,,,
5,2,Afternoon Weight Training,0.0,2790,2790,0.0,WeightTraining,WeightTraining,7331142315,2022-06-18T21:10:43Z,2022-06-18T17:10:43Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,132.5,156.0,False,True,7810517251,7810517251,garmin_push_9042769088,False,0,0,False,37571002,1,a7331142315,,2,,,,
6,2,Afternoon Weight Training,0.0,1045,1045,0.0,WeightTraining,WeightTraining,7326238135,2022-06-17T20:08:30Z,2022-06-17T16:08:30Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,121.5,152.0,False,True,7805118690,7805118690,garmin_push_9037025853,False,0,0,False,37571002,1,a7326238135,,2,,,,
7,2,Afternoon Run,1766.9,491,491,0.0,Run,Run,7326237839,2022-06-17T19:57:03Z,2022-06-17T15:57:03Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],3.599,3.736,True,149.2,163.0,False,True,7805118434,7805118434,garmin_push_9037025631,False,0,0,False,37571002,1,a7326237839,,2,,79.5,,
9,2,Evening Weight Training,0.0,2524,2524,0.0,WeightTraining,WeightTraining,7326237710,2022-06-17T00:52:41Z,2022-06-16T20:52:41Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,115.8,155.0,False,True,7805118269,7805118269,garmin_push_9037025472,False,0,0,False,37571002,1,a7326237710,,2,,,,
10,2,Evening Run,8122.0,2412,2700,55.5,Run,Run,7326236962,2022-06-15T22:58:50Z,2022-06-15T18:58:50Z,(GMT-05:00) America/New_York,-14400.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,,"[33.78239203244448, -84.35503288172185]","[33.782389014959335, -84.35559782199562]",3.367,6.38,True,176.1,188.0,False,True,7805117437,7805117437,garmin_push_9037024812,False,0,0,False,37571002,1,a7326236962,}bemE~qzaO@tARfHNtBJpHXrHN|HFfAHnCGRHfA?z@Hz@Dz@AZDv@@dADj@DnBJ|B\vA`AnCL~@?TKh@ORKFS?}A_@OGAE?EHOdCcB`@e@\O`@k@rCoBl@UrAcA^SbCeAhA]pAUh@O`B]z@S|@QrAQ|Be@h@ElCi@r@?VCfDe@~@Ip@@^CXI`@YxAS~@Yl@@x@o@lBeAj@e@dBmAv@{@h@[\Y|@qAVQh@o@jByAdAkApBgBt@e@b@Q|Bo@xBS`@DdA?xB^lBRvA`@^Th@NrAj@j@b@RXz@n@f@~@d@jA^^Xb@Z\TLf@|@?p@Oq@CWGOQQc@u@k@o@KWM@EEOOg@aAc@m@s@a@KY[]]]a@YqD_Bc@Em@Wm@KcBKw@?WD{@@qAPaAXyAn@g@XyAjAc@f@g@Rg@b@c@h@mAhA[^gAbAa@V_@p@mBjBmAz@i@TwA|@mALM?]FUZYRI?cA\g@Rw@Dk@J]N{@LiBF_BTw@Bq@JuAXiAPc@Nq@JmAHiDt@kA\aBRuA`@u@PaAb@m@^}AjAg@TkAv@iBzA}@bAqBhA]^EPF@pAXVDHAPQLU@SIm@W_ASc@a@cBSsAIwDAeCC_@MwC@g@GuAIw@@QIi@Cs@Es@E{AA{CMcBCwBGo@@aBSuDAq@Ge@?qCQ{CAyBGoA,2,,79.1,300.0,270.3
12,2,Afternoon Weight Training,0.0,305,305,0.0,WeightTraining,WeightTraining,7326235773,2022-06-15T18:38:34Z,2022-06-15T14:38:34Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,137.5,148.0,False,True,7805116205,7805116205,garmin_push_9037023636,False,0,0,False,37571002,1,a7326235773,,2,,,,
14,2,Evening Weight Training,0.0,3576,3576,0.0,WeightTraining,WeightTraining,7326235007,2022-06-13T22:00:56Z,2022-06-13T18:00:56Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,121.8,149.0,False,True,7805115368,7805115368,garmin_push_9037022891,False,0,0,False,37571002,1,a7326235007,,2,,,,
15,2,Afternoon Run,8051.5,2416,3340,137.4,Run,Run,7326234252,2022-06-12T21:58:34Z,2022-06-12T17:58:34Z,(GMT-05:00) America/New_York,-14400.0,,,,5,0,0,1,0,False,False,False,False,everyone,False,,"[33.79260437563062, -84.34341514483094]","[33.79273270256817, -84.34322655200958]",3.333,4.856,True,162.1,181.0,False,True,7805114502,7805114502,garmin_push_9037022016,False,0,0,False,37571002,1,a7326234252,wbgmEjixaO}@E_@DyBCQAaAm@WEK\Wd@_AhAMXU`@c@|@Kb@OX]~ACf@Q~AM~AQpAObBMn@[|@E\QZu@bCm@`Ba@fBKVMBOrA_@dBSd@Sn@WtBSzCBdBRdDA`@D|AGfADVHHCxADl@CPLnAH^DpA?`@@REp@Mx@GVqAlCQl@Cf@_@tAYl@k@xAE`@]pAAvAOl@]~@Oh@cApGq@hH@p@E\MdCJnC^vBZv@Jb@|@r@\NrA\pBt@^D\l@^Tb@PV\jE|D`AfA|@v@b@d@`@Xl@|@n@h@jAjAPb@\Xd@XPVhBt@ARHRbCbCLDXVv@d@^ZNFbA|@VNVZxBfBFB^VHJ^RlAvA]W[Q_@g@k@]uA_Ai@QyAkAe@e@Uc@AEJc@Xi@Ha@V_@N_@t@eALUHWPWX[TEfBIY@a@He@Lm@VSXA^QZWVQJUXg@hAE`@EL[l@A?}@k@]Yg@YaAcAiBaBw@m@k@_@o@}@_Ak@]u@y@eAkAmAe@[eAoAqAuAGKsAsAqAcAGGO]}BwAi@Ui@KeAa@m@IqAk@aBwFKi@DqEAa@Du@@oATqBLsBTaALuALw@Jk@Pe@ZqAh@mBVy@B{AHa@`AaCJa@Hc@\gAjBcIYoCAaAEq@MaAAw@HsAC{CBk@E_AGc@As@@}BHQDk@Ci@@[XiBZ}@Rw@XoA?Mf@qAVoA|BmH`@_BXcCJo@FaBNiBLi@HqAXcAl@eA^c@P[Nm@FO^]Ze@Pg@VEb@Tb@Z`@DRH^If@GvAFNHFl@a@G]Cw@Be@FH@HCp@]z@D,2,,78.9,295.8,258.2
17,2,Evening Run,6445.8,1851,2318,93.5,Run,Run,7326232498,2022-06-11T23:32:54Z,2022-06-11T19:32:54Z,(GMT-05:00) America/New_York,-14400.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,,"[33.79258534871042, -84.34334188699722]","[33.79063429310918, -84.34444301761687]",3.482,5.54,True,169.7,185.0,False,True,7805112690,7805112690,garmin_push_9037020316,False,0,0,False,37571002,1,a7326232498,sbgmE|hxaO`@C\BXDd@NXP`@^x@h@\JzAHZFHJ@JRpBBl@E~AB`@Ej@EbBCX?l@VxABr@CfA]pCM`@OTq@l@k@`As@r@YTUXYT_BfCS`@kB|CCT@Br@bAVTV^Xf@f@rAn@jCV`CRfANp@V`@VXb@TdBLj@RdALdBBhAKTSjAO^Ab@Gl@Fx@Cr@HdBI|Dg@dAUjBY`AKjB]tBUbBYnAK`@SRCJD?TP|@J|C?~@Fh@@x@RlCCz@NpB?`DNxAPlA?~AL|ANzAAn@Kp@K`@Bb@Hh@Bn@Cf@FhEPnA@n@BrCFx@ElAAWBeA]iGDQE}ACu@Gg@AcBGqBOyBCyAB}AMk@AaBOaCDk@E}B?qBKeEKwAFqBC}AEw@_@WCIUEc@Lq@D]P_BNoAT[@e@JqBPcDp@m@Fg@JqAFi@JaBHi@DwBAg@B{APc@PsBPuACa@Eq@MeBe@g@E_@Sk@c@Oa@[_BSm@Mm@Gg@[yAg@oAe@yAYm@QS[W]a@Kc@Ps@R]^e@|@uAp@q@d@y@d@i@Vg@rDuDV]Ts@Lg@@c@Fa@Bq@E_A]}ACm@?eBPmCHYAKW{@KoA,2,,79.7,307.6,265.0
19,2,Afternoon Weight Training,0.0,3461,3461,0.0,WeightTraining,WeightTraining,7326231085,2022-06-11T18:36:01Z,2022-06-11T14:36:01Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,124.6,151.0,False,True,7805111122,7805111122,garmin_push_9037018863,False,0,0,False,37571002,1,a7326231085,,2,,,,
20,2,Evening Activity,0.0,3112,3112,0.0,WeightTraining,WeightTraining,7261827797,2022-06-05T22:13:53Z,2022-06-05T18:13:53Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,126.6,162.0,False,True,7734882811,7734882811,garmin_push_8961509132,False,0,0,False,37571002,1,a7261827797,,2,,,,
21,2,Afternoon Run,9920.8,2909,3058,65.9,Run,Run,7261449295,2022-06-05T19:41:54Z,2022-06-05T15:41:54Z,(GMT-05:00) America/New_York,-14400.0,,,,5,0,0,1,0,False,False,False,False,everyone,False,,"[33.782364539802074, -84.35501435771585]","[33.78243176266551, -84.35502785257995]",3.41,7.787,True,166.4,183.0,False,True,7734457086,7734457086,garmin_push_8961095278,False,1,0,False,37571002,1,a7261449295,wbemEzqzaOARFf@HpFFj@VhGCh@BjCP~CDjDHbC?xBD~@J|@?b@Hl@DdAAXFfBDfCVzE@|AH`BRjA^nAFn@d@pAFh@Kv@MRc@PkBm@GGFQb@[^c@h@]j@k@F?|@g@Z_@~BoBlAw@j@Wz@q@d@O`@UfA]tBc@b@Oj@KXMhAMp@SvAY|AOj@QbDa@d@Cd@KT@v@GnAUVIZC`@H^CfA@TA\Kh@KVBp@ELEPOb@Mv@a@~@mAd@WpCgBz@w@bAs@pAeA`@a@Z_@FMbA{@r@cAz@cA^_@LO~@u@`@Wz@a@b@MF@jBo@rAYZ?h@EdA?bBPV?n@RfBVlA^h@`@XZx@b@v@`An@f@Vl@RXL`@A`@FVZNVV\PFLXRXX\p@n@p@b@|@d@t@nAfA\^rAj@`Ap@THd@FfBd@dALp@Lp@DVNlBTJAfBZnAHh@Sf@F^N`@Ft@P`AGt@WVODG]N_@VOR]Rm@Fk@?yAQ_@?UK}AGa@Ie@A{AOe@I_@Oo@SmAMYKc@KqAUe@Ow@MgB{@aAo@oCcDsAqAa@o@[mAgAiA?GGKSKS]}@_A}@oAy@y@[Ka@WKM_@Qq@YsA_@]Sg@Ma@EAGBAoCGm@D]A_BXeAXaChAmBfBc@ZkBvBwCtCy@z@aEfDwA~@o@Xa@Pq@Jg@?c@`@eA\m@XmBL}@Zm@NwANc@AuAF}@HgBV{AFc@F{B^uBj@o@Jq@T_@Fe@Do@Rc@Fi@La@Rs@b@u@ZQJiAf@k@`@o@\g@f@e@Te@Z_@\o@v@o@b@OBk@h@u@f@GHDJNFlBZDEJYFg@ScAo@qBWqAEg@Gc@@yBIcACmAKqA?u@Gk@Cm@KcA?kBDo@ESGaDQqGIy@Qs@Du@Cs@?mDIo@Ag@DkAEaAB_CMo@IsAQgB?i@GuAAe@,2,,79.2,309.6,270.4
23,2,Evening Activity,0.0,2269,2269,0.0,WeightTraining,WeightTraining,7250826104,2022-06-04T00:56:14Z,2022-06-03T20:56:14Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,119.3,152.0,False,True,7722820506,7722820506,garmin_push_8948864826,False,0,0,False,37571002,1,a7250826104,,2,,,,
24,2,Evening Run,5108.8,1525,1731,43.7,Run,Run,7250402233,2022-06-03T22:12:19Z,2022-06-03T18:12:19Z,(GMT-05:00) America/New_York,-14400.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,,"[33.79303017631173, -84.35174524784088]","[33.79209375008941, -84.35020809061825]",3.35,4.601,True,166.6,180.0,False,True,7722365268,7722365268,garmin_push_8948428816,False,0,0,False,37571002,1,a7250402233,megmEl}yaOhAzAPLTHl@p@Vj@Vp@DZ\bAXzAJz@Px@Jl@Tt@h@h@VBJAn@Vv@Jd@LzBPlAKp@?VMb@EHGVEb@CVB~@Ed@Mj@DrAKrAGnAK\Qh@Ef@Od@IhE_@l@Il@Cf@OnBUb@MjAInAUp@E`@MXQpAg@d@Kn@UzAW^M`@G^M|@MdBk@f@M\Qd@O`@GZMbAWp@Ul@Oj@Gb@A`ECvABPBvBFnBEfBBHGDKGkAHk@EuBO]CbALlDE`@o@EeAJQ?{@JiEGeAFmBE_AB}ALqBf@u@Tw@N}@XWL}@PiA\_Cf@g@Pc@HmC|@yCp@}AL{@Re@DaAPU@aB\a@Dk@LeBRmB\c@BeANuANmBLmDJi@Fw@@g@Fe@L{BV_AAaAIk@Mi@KwA_@a@Cg@KGGS]Ss@Ie@O{AQq@QuAe@eB[i@Us@Q]_AkAi@i@AOZ}@Xc@`@e@`AwAVe@L],2,,78.6,312.0,279.2
26,2,Evening Activity,0.0,413,413,0.0,WeightTraining,WeightTraining,7245625591,2022-06-02T23:20:12Z,2022-06-02T19:20:12Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,128.6,144.0,False,True,7717176554,7717176554,garmin_push_8942813857,False,0,0,False,37571002,1,a7245625591,,2,,,,
27,2,Evening Activity,0.0,2195,2195,0.0,WeightTraining,WeightTraining,7245585211,2022-06-02T22:37:00Z,2022-06-02T18:37:00Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,127.7,158.0,False,True,7717132967,7717132967,garmin_push_8942773840,False,0,0,False,37571002,1,a7245585211,,2,,,,
28,2,Evening Run,1660.0,502,510,43.8,Run,Run,7240508619,2022-06-02T00:05:06Z,2022-06-01T20:05:06Z,(GMT-05:00) America/New_York,-14400.0,,,,1,0,0,1,0,False,False,False,False,everyone,False,,"[33.79262306727469, -84.34334733523428]","[33.78924331627786, -84.35554778203368]",3.307,4.027,True,161.6,175.0,False,True,7711613520,7711613520,garmin_push_8936861418,False,0,0,False,37571002,1,a7240508619,{bgmE|hxaOn@Ab@Bj@N`Aj@LNj@d@RHh@D~@?XJNj@LvA?\ERC~ABbAIv@BPB|ATlB@p@Ar@UvBKl@Of@i@l@Yb@eCzB[b@gCrEu@bAKTOj@CT`@f@p@fA^`@p@rBZvAZnBRp@LpA^dA\X`@Jb@FXLpAZdCNn@Cr@I,2,,79.6,296.3,264.8
30,2,Evening Activity,0.0,2277,2277,0.0,WeightTraining,WeightTraining,7240056106,2022-06-01T22:10:04Z,2022-06-01T18:10:04Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,120.3,142.0,False,True,7711128919,7711128919,garmin_push_8936412333,False,0,0,False,37571002,1,a7240056106,,2,,,,
31,2,Evening Activity,0.0,2681,2681,0.0,WeightTraining,WeightTraining,7234619698,2022-05-31T22:24:06Z,2022-05-31T18:24:06Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,118.8,148.0,False,True,7705212619,7705212619,garmin_push_8930055552,False,0,0,False,37571002,1,a7234619698,,2,,,,
32,2,Afternoon Run,12883.1,3873,4636,133.6,Run,Run,7228425545,2022-05-30T17:28:26Z,2022-05-30T13:28:26Z,(GMT-05:00) America/New_York,-14400.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,,"[33.79251276142895, -84.34330064803362]","[33.790494818240404, -84.34660093858838]",3.326,9.717,True,169.0,184.0,False,True,7698438795,7698438795,garmin_push_8922806781,False,0,0,False,37571002,1,a7228425545,ebgmEthxaOv@Az@\~ApAJNFBpAAb@B`@LTh@L|@Bp@?`AFb@D~@QjCAfALr@LpA?f@Ad@_@tCSf@kBlBYTw@z@_@XmAtBOf@Q^a@b@oA|AA\K\^bANXP`@^\V`@jA~CLz@TlB\zAFVd@t@b@TVDZCn@^|AP~AFzBSrA]nAIjBCZJjDQzKyAxDq@f@CvAUhBa@VRPbB@p@Fj@AfBJfBFvDPrABl@?tBHtAAhC@tBBn@JvAJd@BlBNxB@~AHrBIXDt@DjBH`CBJ@`@Cj@LpALtDZnCv@bCLf@Dn@Of@YX_@@_@Go@U]GCBALTb@Dn@?x@FjAC`MBr@Cf@@v@GFY?_BIuA`@WXc@Lg@FiDNyALa@K][O[Go@Q_@Gu@m@iA]Q[Ie@Cc@DwAVQXCb@If@Er@CpADj@P|@Tj@n@hAZHb@VXb@R`@TZRPf@LdAd@b@ZVf@Rb@Lv@Dd@@jCXjAC@y@Sc@E]YKSn@{@Ni@Ba@M{AO_@EK]]c@U_Cc@qAM{AWiACS@c@N]`@W`@KdA@f@Fl@Pb@t@z@`@TtCr@jBZbBO`AS\Vl@ZdAbA^Fh@CPQn@iA@o@J}@?]Ei@@oAE_B?_BBo@Lq@Pg@ZeBv@yAfAwAr@SRAHBfAGOyF@{AFcA@m@EaC@q@?yBzDaFBOXS\e@bAc@`A}@zByAzAw@nAg@`E}@tBo@`AQ~AUpAI`Cg@hAOP@`BOzDo@nAKEZgAVkB?_BVoAFeAJg@JmBTg@NwAJuA\i@Fm@VcB`@u@FmAVcAf@uAh@k@Z]Xy@h@iAj@aCvBgAx@i@PgBdBEJBFxBZXc@B_AAI]u@]iAIe@Mi@[oCAm@Kg@Da@?o@KsAIeCUqCJu@FsAYoAGaBSwA@y@Ks@As@I]Ce@?{BJm@YkIKk@DkBGi@CoAOoB@SGeA?q@IwB@sAWHmCPk@RqAXaC\eAVqALk@_@WCwCb@_@Lk@HuABiBNiB@cBZWCg@LkALcBC}Be@o@Si@C_@Qe@o@I]Gm@O}@Co@WgAGg@G_@Y_AaAaCq@{@u@o@G]\oAvAiB\m@l@sAp@aAv@w@FWr@o@T_@`Aw@\u@Lu@BcBJaAOqC,2,,79.8,307.6,265.4
34,2,Afternoon Activity,0.0,3957,3957,0.0,WeightTraining,WeightTraining,7224310051,2022-05-29T21:32:57Z,2022-05-29T17:32:57Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,112.5,139.0,False,True,7693935136,7693935136,garmin_push_8917724838,False,0,0,False,37571002,1,a7224310051,,2,,,,
35,2,Evening Run,6442.9,2011,2329,106.5,Run,Run,7218888786,2022-05-28T23:39:11Z,2022-05-28T19:39:11Z,(GMT-05:00) America/New_York,-14400.0,,,,2,0,0,1,0,False,False,False,False,everyone,False,,"[33.79223741590977, -84.34328346513212]","[33.793260008096695, -84.34338170103729]",3.204,4.843,True,159.4,173.0,False,True,7687958323,7687958323,garmin_push_8911677969,False,0,0,False,37571002,1,a7218888786,m`gmEphxaOkAEwDHg@M}@g@KC]JGDs@|@Sb@c@jA]n@_@bAK^MXKz@Cf@EHCj@a@bC?VOdBUfA{@vDQd@WbAu@fBo@nBWd@QpAO^Mj@m@vCOzB?d@Gn@A~APdBDjA@t@Bx@?n@Id@?~@EhANpA@TBRBdAJr@D~@@^i@nBINeAfDMn@]lAYn@K^T^G`@Ub@Sh@{@~Cc@nAYxA[nAKl@Of@Mn@KlCMvAIxDG`@A`BN|Cn@vBTd@V^bAh@x@D^Ff@X~@`@j@HHJJb@^Z\Jb@h@rA~@nBpBb@j@`@`@d@`@p@^BHPZvAbB`@p@YQkAuA}@y@aAu@aAcA{@u@}BcCg@a@?UWKkAs@SUi@Uk@O_@Se@OqAWu@c@i@y@Sc@]cBQe@SeACc@D[G_ARuAEsARoCHkBfBcJ`@iABmAXqAp@uBTc@Ja@@Y\k@^mAJWZuAZs@r@aDBc@?g@]}BC_BIq@Kc@DeBCs@Hy@Bm@KeD@w@EaAJaB@aBDa@r@yBP_ALa@Hi@@YPSHSxAiFRi@d@qBPe@`@cBl@gEFiCHaAToA^eAT_@Tm@f@cAfBaDD?VVTNPR\NbBFPA,2,,78.4,286.5,258.2
37,2,Evening Activity,0.0,256,256,0.0,WeightTraining,WeightTraining,7218886183,2022-05-28T22:57:51Z,2022-05-28T18:57:51Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,115.9,127.0,False,True,7687955500,7687955500,garmin_push_8911675181,False,0,0,False,37571002,1,a7218886183,,2,,,,
38,2,Afternoon Activity,0.0,4117,4117,0.0,WeightTraining,WeightTraining,7218885597,2022-05-28T21:45:26Z,2022-05-28T17:45:26Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,121.5,167.0,False,True,7687954869,7687954869,garmin_push_8911674555,False,0,0,False,37571002,1,a7218885597,,2,,,,
40,2,Evening Activity,0.0,2152,2152,0.0,WeightTraining,WeightTraining,7208771235,2022-05-26T22:37:47Z,2022-05-26T18:37:47Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,123.3,163.0,False,True,7676882933,7676882933,garmin_push_8899899031,False,0,0,False,37571002,1,a7208771235,,2,,,,
41,2,Evening Run,4576.7,1187,1187,0.0,Run,Run,7208303021,2022-05-26T22:07:25Z,2022-05-26T18:07:25Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],3.856,4.429,True,158.6,170.0,False,True,7676379489,7676379489,garmin_push_8899446662,False,0,0,False,37571002,1,a7208303021,,2,,80.4,,
42,2,Evening Run,6448.5,1885,2238,93.5,Run,Run,7203127546,2022-05-25T23:28:17Z,2022-05-25T19:28:17Z,(GMT-05:00) America/New_York,-14400.0,,,,3,0,0,1,0,False,False,False,False,everyone,False,,"[33.79260345362127, -84.34332210570574]","[33.79260010086, -84.34353693388402]",3.421,4.823,True,163.6,180.0,False,True,7670744762,7670744762,garmin_push_8893369284,False,1,0,False,37571002,1,a7203127546,wbgmExhxaOh@C\@v@TZRh@j@dAb@TBn@G^?^FHX^rDCn@Aj@Dl@Ef@CvAHx@?j@PzB?^Eh@e@`CSp@i@p@AHYZ{ArAc@`@}@hAaAhBM\}ArB?XEHI^fA`BVRXj@Vl@Jj@\dADd@^jA^jDBLNb@j@j@d@NPGPJh@Hh@TnARdBFl@It@Q^G^Of@Gr@CR@b@IJFP@j@D`@?h@I~@G`@KnCc@b@C\@hAMh@KbCSd@Ob@GZB|@UlAa@r@Ef@IZKd@DJn@ANLbAB`@@pCDVD|@?`CFp@@`@D`@FJJh@IdBFbAA|@FbCF`@H|AGx@PnEC\DxALvADZFhBGb@[BO?f@c@@IMcCCOUgGAaBOeCBq@YeG@i@G_BKk@@cAG}BAsAE_BI{@EcB@g@CgAGMWAe@NeB^y@TsAH]Fe@Ne@JoAPa@BWF_AL[HU?uC\kBPuA@m@DgCBo@H_AXsBNQ@Wm@A`@EDO@a@CW?g@Q}@MYUQGm@EWKYU]w@Qk@Em@c@yB]cCO_@Ws@m@kAw@mA[WOe@Ts@Xc@^e@\m@^g@pA}BvBcCzAuAn@kBNkAB{@Cg@U}C@m@GyB@k@HiA@e@IgBI_AGGw@Es@@YI_@OYWUW]i@mA_@g@HYV,2,,79.5,307.5,264.9
44,2,Afternoon Activity,0.0,3417,3417,0.0,WeightTraining,WeightTraining,7201836722,2022-05-25T17:16:08Z,2022-05-25T13:16:08Z,(GMT-05:00) America/New_York,-14400.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,109.7,144.0,False,True,7669344872,7669344872,garmin_push_8891993245,False,0,0,False,37571002,1,a7201836722,,2,,,,
